no,shopname,localname,code1,codename1,code2,codename2,code3,codename3,code4,codename4,citycode,city,gucode,gu,dongcode,dong,jibuaddress,address,oldpostcode,postcode,lng,lat
19905471,와라와라호프,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,"기타 주점업",11,서울특별시,11680,강남구,1168010600,대치동,"서울특별시 강남구 대치동 604","서울특별시 강남구 남부순환로 2933",135280,6280,""127.061026050567"",""37.4939223326479""
19911397,커피빈코리아선릉로93길점,코리아선릉로93길점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,"비알콜 음료점업",11,서울특별시,11680,강남구,1168010100,역삼동,"서울특별시 강남구 역삼동 696-42","서울특별시 강남구 선릉로93길 6",135080,6149,""127.047883157395"",""37.505675040058""
19911801,프로포즈,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,"기타 주점업",11,서울특별시,11545,금천구,1154510200,독산동,"서울특별시 금천구 독산동 162-1","서울특별시 금천구 가산로 34-6",153010,8545,""126.899220370682"",""37.4717112331268""
19912201,싱싱커피&토스트,,Q,음식,Q07,패스트푸드,Q07A10,토스트전문,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",26,부산광역시,26530,사상구,2653010400,괘법동,"부산광역시 사상구 괘법동 578","부산광역시 사상구 괘감로 37",617726,46977,""128.980455279266"",""35.1597741758499""
19932756,가락사우나내스낵,,F,생활서비스,F09,대중목욕탕/휴게,F09A02,사우나/증기탕/온천,S96121,욕탕업,11,서울특별시,11710,송파구,1171010500,석촌동,"서울특별시 송파구 석촌동 256","서울특별시 송파구 가락로 71",138846,5690,""127.104070564081"",""37.5002486691845""
19983535,초밥왕,,Q,음식,Q03,일식/수산물,Q03A03,음식점-초밥전문,I56113,"일식 음식점업",11,서울특별시,11710,송파구,1171010200,신천동,"서울특별시 송파구 신천동 7-28","서울특별시 송파구 올림픽로 293-19",138735,5510,""127.102489784096"",""37.5151491920485""
19964615,석봉토스트,,Q,음식,Q07,패스트푸드,Q07A10,토스트전문,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11215,광진구,1121510300,구의동,"서울특별시 광진구 구의동 77-47","서울특별시 광진구 자양로39길 20",143200,4992,""127.088387455895"",""37.5492452077814""
19975850,허술한집,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,"분식 및 김밥 전문점",11,서울특별시,11500,강서구,1150010800,공항동,"서울특별시 강서구 공항동 45-89","서울특별시 강서구 공항대로3길 9",157812,7619,""126.809957472555"",""37.5620126925293""
19977290,피자마루,약수점,Q,음식,Q07,패스트푸드,Q07A01,피자전문,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11140,중구,1114016200,신당동,"서울특별시 중구 신당동 372-95","서울특별시 중구 동호로7길 37",100450,4596,""127.010861306352"",""37.5521533135816""
19979960,홍능갈비,,Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,"한식 음식점업",11,서울특별시,11500,강서구,1150010300,화곡동,"서울특별시 강서구 화곡동 1086-3","서울특별시 강서구 화곡로18길 31",157010,7718,""126.836078008217"",""37.5389273478103""
20004707,커피빈,코리아교대점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,"비알콜 음료점업",11,서울특별시,11650,서초구,1165010800,서초동,"서울특별시 서초구 서초동 1657-5","서울특별시 서초구 서초중앙로 118",137070,6634,""127.014217033954"",""37.4923876590647""
20006330,코롱식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,"한식 음식점업",11,서울특별시,11545,금천구,1154510100,가산동,"서울특별시 금천구 가산동 60-4","서울특별시 금천구 디지털로9길 56",153770,8512,""126.886859445485"",""37.48038965624""
19993199,고려대학교교육관쎄리오점,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,"비알콜 음료점업",11,서울특별시,11290,성북구,1129012500,안암동5가,"서울특별시 성북구 안암동5가 1-2","서울특별시 성북구 안암로 145",136701,2841,""127.031701809695"",""37.5884849860916""
19996819,전주식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,"한식 음식점업",11,서울특별시,11530,구로구,1153010100,신도림동,"서울특별시 구로구 신도림동 406-1","서울특별시 구로구 경인로 577",152887,8212,""126.880898201104"",""37.5040668669735""
19987359,아구본가첨벙,,Q,음식,Q03,일식/수산물,Q03A06,아구전문,I56111,"한식 음식점업",11,서울특별시,11290,성북구,1129013400,길음동,"서울특별시 성북구 길음동 20-1","서울특별시 성북구 동소문로 315",136719,2730,""127.028725560472"",""37.6083915431599""
20020124,스완카페트,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,"비알콜 음료점업",11,서울특별시,11560,영등포구,1156013300,대림동,"서울특별시 영등포구 대림동 604-56","서울특별시 영등포구 도신로10가길 11-1",150070,7379,""126.897710439978"",""37.5036933368184""
19969945,에브리돈,북가좌점,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,"한식 음식점업",11,서울특별시,11410,서대문구,1141011900,북가좌동,"서울특별시 서대문구 북가좌동 307-2","서울특별시 서대문구 응암로 65",120130,3681,""126.910288305861"",""37.5790288661421""
19969947,대왕농산,,D,소매,D01,음/식료품소매,D01A13,청과물소매,G47214,"과실 및 채소 소매업",11,서울특별시,11230,동대문구,1123010300,제기동,"서울특별시 동대문구 제기동 635-18","서울특별시 동대문구 왕산로35길 7",130862,2572,""127.043189062088"",""37.5800728147996""
19970556,솔로몬피자,,Q,음식,Q07,패스트푸드,Q07A01,피자전문,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11215,광진구,1121510900,군자동,"서울특별시 광진구 군자동 100-17","서울특별시 광진구 군자로 99-2",143839,5001,""127.071184021135"",""37.552102622032""
19971398,우리식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,"한식 음식점업",11,서울특별시,11215,광진구,1121510700,화양동,"서울특별시 광진구 화양동 507-3","서울특별시 광진구 광나루로26길 16",143926,5022,""127.076811507571"",""37.5454609583284""
19971658,크리스피크림,롯데청량리점,Q,음식,Q07,패스트푸드,Q07A06,도너츠전문,I56191,제과점업,11,서울특별시,11230,동대문구,1123010400,전농동,"서울특별시 동대문구 전농동 620-69","서울특별시 동대문구 왕산로 200",130796,2559,""127.045021605777"",""37.5801957798395""
19973708,왕실,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,"비알콜 음료점업",11,서울특별시,11140,중구,1114012700,명동2가,"서울특별시 중구 명동2가 105","서울특별시 중구 남대문로 52-13",100810,4535,""126.982418808029"",""37.562273608482""
19974666,신호건강원,,D,소매,D10,건강/미용식품,D10A07,건강원,G47216,"건강보조식품 소매업",11,서울특별시,11500,강서구,1150010300,화곡동,"서울특별시 강서구 화곡동 369-53","서울특별시 강서구 가로공원로82길 42-3",157010,7765,""126.840285055847"",""37.5354186632593""
19989422,Mr.피터팬,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,"분식 및 김밥 전문점",11,서울특별시,11710,송파구,1171010300,풍납동,"서울특별시 송파구 풍납동 399-17","서울특별시 송파구 올림픽로45길 22",138040,5537,""127.115873391566"",""37.5274774824996""
19999875,제이씨코퍼레이션,,D,소매,D02,선물/팬시/기념품,D02A05,토산품/기념품점,G47842,"관광 민예품 및 선물용품 소매업",11,서울특별시,11560,영등포구,1156012700,양평동3가,"서울특별시 영등포구 양평동3가 24","서울특별시 영등포구 선유서로 115",150103,7269,""126.885320162819"",""37.5261391555287""
20013190,청암회관,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,"한식 음식점업",11,서울특별시,11350,노원구,1135010600,중계동,"서울특별시 노원구 중계동 364-14","서울특별시 노원구 한글비석로8길 29",139220,1737,""127.078464379963"",""37.6482469290036""
20014818,쉼터,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,"분식 및 김밥 전문점",11,서울특별시,11680,강남구,1168010500,삼성동,"서울특별시 강남구 삼성동 159","서울특별시 강남구 봉은사로 524",135798,6164,""127.057100286394"",""37.5129393969289""
20015136,배제현의웰빙낙지한마리수제비,,Q,음식,Q03,일식/수산물,Q03A13,낙지/오징어,I56111,"한식 음식점업",11,서울특별시,11680,강남구,1168010700,신사동,"서울특별시 강남구 신사동 512-13","서울특별시 강남구 강남대로152길 19",135887,6035,""127.020944625774"",""37.5175739922091""
20031733,동해제일산오징어,,Q,음식,Q03,일식/수산물,Q03A13,낙지/오징어,I56111,"한식 음식점업",26,부산광역시,26260,동래구,2626010800,온천동,"부산광역시 동래구 온천동 1380-2","부산광역시 동래구 아시아드대로220번길 30",607060,47838,""129.068323651097"",""35.2029017640286""
20033259,리지호프소주,,Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,"서양식 음식점업",26,부산광역시,26230,부산진구,2623010400,범천동,"부산광역시 부산진구 범천동 847-15","부산광역시 부산진구 범일로 166",614020,47361,""129.059574393176"",""35.1447758974312""
20035727,동화장,,Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,"중식 음식점업",11,서울특별시,11590,동작구,1159010800,대방동,"서울특별시 동작구 대방동 407-38","서울특별시 동작구 여의대방로24길 137",156811,7055,""126.927655371128"",""37.4992294723946""
20037352,마니쩜,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,"기타 주점업",26,부산광역시,26230,부산진구,2623011000,가야동,"부산광역시 부산진구 가야동 450-2","부산광역시 부산진구 대학로 64-1",614010,47336,""129.034302185853"",""35.1500691105999""
20038373,경주아구찜,,Q,음식,Q03,일식/수산물,Q03A06,아구전문,I56111,"한식 음식점업",26,부산광역시,26500,수영구,2650010500,남천동,"부산광역시 수영구 남천동 357-10","부산광역시 수영구 수영로 381-8",613010,48318,""129.10632999777"",""35.1411761239461""
20036227,우림,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,"한식 음식점업",11,서울특별시,11590,동작구,1159010700,사당동,"서울특별시 동작구 사당동 1033-34","서울특별시 동작구 동작대로7길 28",156090,7015,""126.980242177491"",""37.4794034273439""
20036524,포마토김밥,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,"분식 및 김밥 전문점",11,서울특별시,11590,동작구,1159010100,노량진동,"서울특별시 동작구 노량진동 126-6","서울특별시 동작구 만양로14가길 22",156050,6913,""126.94509899537"",""37.5125688674931""
20047434,경부할인마트,,D,소매,D03,종합소매점,D03A06,종합소매,G47190,"그외 기타 종합 소매업",26,부산광역시,26170,동구,2617010100,초량동,"부산광역시 동구 초량동 794-681","부산광역시 동구 망양로 593",601831,48716,""129.034598684938"",""35.123195913371""
20020932,착한짜장,,Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,"중식 음식점업",11,서울특별시,11200,성동구,1120011500,성수동2가,"서울특별시 성동구 성수동2가 289-272","서울특별시 성동구 아차산로7길 17-1",133120,4793,""127.054649291142"",""37.5467182768796""
20022551,해마로숯불바베큐,,Q,음식,Q06,양식,Q06A06,바베큐전문,I56114,"서양식 음식점업",11,서울특별시,11200,성동구,1120011000,금호동2가,"서울특별시 성동구 금호동2가 478","서울특별시 성동구 금호산길 62",133803,4726,""127.019555900225"",""37.5536675060871""
20024149,타워광명내과의원,,S,의료,S01,병원,S01B07,내과/외과,Q86201,"일반 의원",11,서울특별시,11680,강남구,1168011800,도곡동,"서울특별시 강남구 도곡동 467-14","서울특별시 강남구 언주로30길 39",135270,6292,""127.053197983987"",""37.4887418448763""
20027817,마깐바냑,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,"분식 및 김밥 전문점",11,서울특별시,11680,강남구,1168010100,역삼동,"서울특별시 강남구 역삼동 831-45","서울특별시 강남구 역삼로 109",135080,6242,""127.03100500319"",""37.4936528720033""
20027870,강남김밥,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,"분식 및 김밥 전문점",11,서울특별시,11680,강남구,1168010600,대치동,"서울특별시 강남구 대치동 940-8","서울특별시 강남구 도곡로 441",135280,6208,""127.05856031294"",""37.4984620600522""
20028437,샘터,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,"기타 주점업",11,서울특별시,11215,광진구,1121510900,군자동,"서울특별시 광진구 군자동 477-1","서울특별시 광진구 능동로35길 7",143838,4997,""127.078518935674"",""37.5566022713432""
20028651,이롬황성주생식서울사업단,,D,소매,D10,건강/미용식품,D10A02,생식판매,G47216,"건강보조식품 소매업",11,서울특별시,11200,성동구,1120011500,성수동2가,"서울특별시 성동구 성수동2가 315-97","서울특별시 성동구 아차산로 110",133120,4782,""127.056141140309"",""37.5441802397171""
20083902,비비엠,,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,"그외 기타 음식점업",26,부산광역시,26110,중구,2611010100,영주동,"부산광역시 중구 영주동 511-18","부산광역시 중구 중구로 190",600811,48922,""129.034604807719"",""35.1115317385349""
20076690,파스쿠찌,디큐브아트센터2호점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,"비알콜 음료점업",11,서울특별시,11530,구로구,1153010100,신도림동,"서울특별시 구로구 신도림동 692","서울특별시 구로구 경인로 662",152706,8209,""126.888484621418"",""37.5080580382841""
20081386,물텀벙,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,"한식 음식점업",26,부산광역시,26200,영도구,2620012100,동삼동,"부산광역시 영도구 동삼동 1123","부산광역시 영도구 상리로 1",606762,49089,""129.070116942393"",""35.0857769367064""
20107885,미야꼬,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,"분식 및 김밥 전문점",11,서울특별시,11200,성동구,1120011500,성수동2가,"서울특별시 성동구 성수동2가 277-20","서울특별시 성동구 성수이로 126",133120,4797,""127.057746479154"",""37.5461032871669""
20107897,롯데리아,신림역점,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,"그외 기타 음식점업",11,서울특별시,11620,관악구,1162010200,신림동,"서울특별시 관악구 신림동 1640-9","서울특별시 관악구 남부순환로 1610",151930,8776,""126.929287904186"",""37.4838994178""
20099319,산울FNC,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,"분식 및 김밥 전문점",11,서울특별시,11680,강남구,1168011800,도곡동,"서울특별시 강남구 도곡동 467-17","서울특별시 강남구 언주로30길 57",135270,6293,""127.054163435442"",""37.4892992237675""
20388346,옥이영양탕,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,"한식 음식점업",26,부산광역시,26230,부산진구,2623010400,범천동,"부산광역시 부산진구 범천동 845-56","부산광역시 부산진구 범일로142번가길 16",614020,47364,""129.060972460197"",""35.1434205870722""
20388577,대박,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,"한식 음식점업",11,서울특별시,11560,영등포구,1156011300,당산동3가,"서울특별시 영등포구 당산동3가 257-9","서울특별시 영등포구 당산로30길 6-1",150803,7259,""126.897321974925"",""37.5254859418621""
20458376,로뎀건강,,D,소매,D10,건강/미용식품,D10A04,건강식품판매,G47216,"건강보조식품 소매업",11,서울특별시,11230,동대문구,1123011000,이문동,"서울특별시 동대문구 이문동 363-5","서울특별시 동대문구 휘경로3길 4",130080,2420,""127.062408783783"",""37.5957790596355""
20350610,한귀원정신과의원,,S,의료,S01,병원,S01B99,기타병원,,,26,부산광역시,26500,수영구,2650010400,광안동,"부산광역시 수영구 광안동 74-1","부산광역시 수영구 수영로 688",613100,48266,""129.115437548116"",""35.166872301459""
20484374,"놀부숯불애장닭&부대찌개,철판구이",천호점,Q,음식,Q01,한식,Q01A07,부대찌개/섞어찌개,I56111,"한식 음식점업",11,서울특별시,11740,강동구,1174010800,성내동,"서울특별시 강동구 성내동 50-14","서울특별시 강동구 천호옛길 99",134030,5378,""127.126131197829"",""37.5375014930199""
20485406,고향산천궁중전골묵은지삽겹살,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,"기타 주점업",11,서울특별시,11200,성동구,1120010400,도선동,"서울특별시 성동구 도선동 68","서울특별시 성동구 무학로2길 46",133882,4709,""127.034540491789"",""37.5624410338248""
20476586,대성식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,"한식 음식점업",26,부산광역시,26440,강서구,2644010400,명지동,"부산광역시 강서구 명지동 1-377","부산광역시 강서구 신포길 13-2",618813,46717,""128.932142370031"",""35.1129848904251""
20429499,하이,서울유스호스텔지점,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,"한식 음식점업",11,서울특별시,11560,영등포구,1156010800,영등포동7가,"서울특별시 영등포구 영등포동7가 57","서울특별시 영등포구 국회대로44길 10",150037,7244,""126.903271860751"",""37.5247754603183""
20468748,김밥사랑,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,"분식 및 김밥 전문점",11,서울특별시,11470,양천구,1147010300,신월동,"서울특별시 양천구 신월동 159-47","서울특별시 양천구 남부순환로40길 22",158090,7911,""126.82757969483"",""37.5346264351659""
20488142,엠비씨노래광장,,Q,음식,Q09,유흥주점,Q09A10,룸살롱/단란주점,I56211,"일반유흥 주점업",11,서울특별시,11110,종로구,1111013500,관철동,"서울특별시 종로구 관철동 19-16","서울특별시 종로구 삼일대로17길 46",110111,3189,""126.984915188576"",""37.5693232267433""
20372343,꿀꿀이감자탕,,Q,음식,Q01,한식,Q01A05,해장국/감자탕,I56111,"한식 음식점업",26,부산광역시,26350,해운대구,2635010700,좌동,"부산광역시 해운대구 좌동 1341-24","부산광역시 해운대구 좌동순환로 41",612030,48084,""129.166142607821"",""35.170126508439""
20415080,보물섬유흥주점,,Q,음식,Q09,유흥주점,Q09A10,룸살롱/단란주점,I56211,"일반유흥 주점업",26,부산광역시,26410,금정구,2641011000,서동,"부산광역시 금정구 서동 210-6","부산광역시 금정구 서동로 182",609400,46328,""129.106574041325"",""35.214276184678""
20416371,황태자,,Q,음식,Q09,유흥주점,Q09A10,룸살롱/단란주점,I56211,"일반유흥 주점업",26,부산광역시,26470,연제구,2647010200,연산동,"부산광역시 연제구 연산동 730-20","부산광역시 연제구 고분로 7",611080,47549,""129.083276482564"",""35.1860211887408""
20470999,JBar,,Q,음식,Q09,유흥주점,Q09A08,빠/카페/스탠드빠,I56211,"일반유흥 주점업",11,서울특별시,11650,서초구,1165010800,서초동,"서울특별시 서초구 서초동 1451-1","서울특별시 서초구 반포대로 32",137070,6716,""127.012107226848"",""37.4834315635633""
20473861,우리집김밥,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,"분식 및 김밥 전문점",11,서울특별시,11305,강북구,1130510100,미아동,"서울특별시 강북구 미아동 484-1","서울특별시 강북구 숭인로 69",142100,1211,""127.02942030814"",""37.6124519324511""
20385373,씨제이올리브영종각점,종각점,D,소매,D16,화장품소매,D16A01,화장품판매점,G47813,"화장품 및 방향제 소매업",11,서울특별시,11110,종로구,1111013800,종로2가,"서울특별시 종로구 종로2가 7","서울특별시 종로구 종로 61",110122,3164,""126.98426629269"",""37.5704259262814""
20417890,내바디스타일,,D,소매,D10,건강/미용식품,D10A01,다이어트상품판매,G47216,"건강보조식품 소매업",11,서울특별시,11380,은평구,1138011400,진관동,"서울특별시 은평구 진관동 6","서울특별시 은평구 진관4로 77",122737,3303,""126.928060502789"",""37.6470572349705""
20482173,원일보신탕,,Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,I56194,"분식 및 김밥 전문점",11,서울특별시,11560,영등포구,1156013300,대림동,"서울특별시 영등포구 대림동 1081-54","서울특별시 영등포구 디지털로 352",150070,7447,""126.899656921503"",""37.4889703738922""
20482406,소노야코엑스점,코엑스점,Q,음식,Q03,일식/수산물,Q03A02,음식점-일식,I56113,"일식 음식점업",11,서울특별시,11680,강남구,1168010500,삼성동,"서울특별시 강남구 삼성동 159","서울특별시 강남구 영동대로 513",135798,6164,""127.059139102428"",""37.5118203253706""
20482833,퀸써브,,Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,"서양식 음식점업",26,부산광역시,26470,연제구,2647010200,연산동,"부산광역시 연제구 연산동 1143-7","부산광역시 연제구 월드컵대로 163",611080,47540,""129.078457223513"",""35.1869115019226""
20383527,감미정갈비,,Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,"한식 음식점업",26,부산광역시,26710,기장군,2671025334,장안읍,"부산광역시 기장군 장안읍 길천리 208-3","부산광역시 기장군 장안읍 길천2길 10-1",619952,46036,""129.282245923066"",""35.3290157230355""
20314543,하자하자허브다이어트,,D,소매,D10,건강/미용식품,D10A01,다이어트상품판매,G47216,"건강보조식품 소매업",11,서울특별시,11260,중랑구,1126010100,면목동,"서울특별시 중랑구 면목동 154-41","서울특별시 중랑구 동일로96길 49",131200,2216,""127.082598634252"",""37.5847917920862""
20703456,김극무영어,,R,학문/교육,R04,학원-어학,R04A01,학원-외국어/어학,P85502,외국어학원,26,부산광역시,26260,동래구,2626010900,사직동,"부산광역시 동래구 사직동 1017","부산광역시 동래구 사직로 80",607786,47863,""129.057535160126"",""35.1966416954681""
20787543,자임한복,,D,소매,D05,의복의류,D05A10,한복/갈옷/민속옷,G47412,"한복 소매업",11,서울특별시,11680,강남구,1168010700,신사동,"서울특별시 강남구 신사동 586-12","서울특별시 강남구 도산대로27길 26",135892,6032,""127.027614145299"",""37.5214225188702""
20783574,선경바둑,,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A09,기원,R91293,"기원 운영업",11,서울특별시,11680,강남구,1168010700,신사동,"서울특별시 강남구 신사동 638-5","서울특별시 강남구 압구정로 310",135896,6017,""127.035280058968"",""37.5287748929877""
20334864,상해식품점,미아점,D,소매,D01,음/식료품소매,D01A01,식료품점,G47219,"기타 식료품 소매업",11,서울특별시,11290,성북구,1129013400,길음동,"서울특별시 성북구 길음동 20-1","서울특별시 성북구 동소문로 315",136719,2730,""127.028725560472"",""37.6083915431599""
20335258,파파존스,고덕점,Q,음식,Q07,패스트푸드,Q07A01,피자전문,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11740,강동구,1174010100,명일동,"서울특별시 강동구 명일동 69","서울특별시 강동구 구천면로 506",134070,5271,""127.154504078866"",""37.5490523468649""
20665694,배스킨라빈스,관악구청점,Q,음식,Q07,패스트푸드,Q07A07,아이스크림판매,I56191,제과점업,11,서울특별시,11620,관악구,1162010100,봉천동,"서울특별시 관악구 봉천동 863-13","서울특별시 관악구 관악로 161",151050,8787,""126.952165618801"",""37.4795992772291""
20706745,청운,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,"한식 음식점업",11,서울특별시,11110,종로구,1111010100,청운동,"서울특별시 종로구 청운동 72","서울특별시 종로구 자하문로 116",110030,3047,""126.9701020005"",""37.5862425862757""
20303513,김반장,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,"분식 및 김밥 전문점",11,서울특별시,11680,강남구,1168010100,역삼동,"서울특별시 강남구 역삼동 681-30","서울특별시 강남구 봉은사로48길 10",135080,6143,""127.041531803283"",""37.508813408903""
20261400,롯데리아롯데마트행당역점롯데마트행당역점,롯데마트행당역점,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,"그외 기타 음식점업",11,서울특별시,11200,성동구,1120010700,행당동,"서울특별시 성동구 행당동 346","서울특별시 성동구 행당로 82",133777,4717,""127.027512774894"",""37.5562382207618""
20297445,바빈스커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,"비알콜 음료점업",11,서울특별시,11680,강남구,1168010100,역삼동,"서울특별시 강남구 역삼동 804","서울특별시 강남구 테헤란로 156",135080,6236,""127.036602597823"",""37.5007088680698""
20339459,프렌치,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,"한식 음식점업",11,서울특별시,11500,강서구,1150010900,방화동,"서울특별시 강서구 방화동 886","서울특별시 강서구 하늘길 38",157220,7505,""126.80076003963"",""37.5659562255298""
20810221,맛생맛사,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,"한식 음식점업",11,서울특별시,11140,중구,1114011000,수표동,"서울특별시 중구 수표동 56-12","서울특별시 중구 을지로9길 16",100230,4542,""126.988489985322"",""37.5669841704799""
20250422,샤브힐Shabuhill,,Q,음식,Q10,별식/퓨전요리,Q10A02,샤브샤브전문,I56111,"한식 음식점업",11,서울특별시,11650,서초구,1165010100,방배동,"서울특별시 서초구 방배동 951-17","서울특별시 서초구 서초대로4길 3",137060,6675,""126.985383149392"",""37.4855117840047""
20776399,BYC,,D,소매,D05,의복의류,D05A07,셔츠/내의/속옷,,,26,부산광역시,26410,금정구,2641010800,장전동,"부산광역시 금정구 장전동 654-6","부산광역시 금정구 온천장로125번길 32",609390,46300,""129.083791334945"",""35.2231265213051""
20776515,GIA보석교육원,,R,학문/교육,R03,학원-자격/국가고시,R03A11,학원-보석감정,P85659,"기타 기술 및 직업훈련학원",11,서울특별시,11680,강남구,1168010700,신사동,"서울특별시 강남구 신사동 639-3","서울특별시 강남구 압구정로 320",135896,6017,""127.036437203336"",""37.5285320454891""
20330827,완도세꼬시,,Q,음식,Q03,일식/수산물,Q03A01,횟집,I56111,"한식 음식점업",11,서울특별시,11740,강동구,1174010500,길동,"서울특별시 강동구 길동 389-1","서울특별시 강동구 양재대로113길 7",134880,5353,""127.139433065314"",""37.5379325686252""
20737330,VIPO2독서실,,R,학문/교육,R10,도서관/독서실,R10A01,독서실,R90212,"독서실 운영업",26,부산광역시,26410,금정구,2641010400,남산동,"부산광역시 금정구 남산동 987-3","부산광역시 금정구 남산로 39",609816,46223,""129.087912017165"",""35.266833373184""
20737410,두인토탈인테리어,,D,소매,D07,가정/주방/인테리어,D07A01,인테리어/욕실용품/커튼,G47599,"그외 기타 분류안된 가정용품 소매업",11,서울특별시,11680,강남구,1168010800,논현동,"서울특별시 강남구 논현동 22","서울특별시 강남구 강남대로146길 28",135814,6043,""127.02288919536"",""37.5150581390206""
20804450,영남국악원,,R,학문/교육,R05,학원-음악미술무용,R05A06,학원-국악,P85620,"예술 학원",26,부산광역시,26410,금정구,2641010900,부곡동,"부산광역시 금정구 부곡동 889-25","부산광역시 금정구 부곡로 9",609320,46311,""129.086841492404"",""35.2179162378346""
20254057,진양평해장국,,Q,음식,Q01,한식,Q01A05,해장국/감자탕,I56111,"한식 음식점업",11,서울특별시,11560,영등포구,1156010100,영등포동,"서울특별시 영등포구 영등포동 618-190","서울특별시 영등포구 영신로20길 2",150899,7307,""126.908032247298"",""37.5148540352773""
20659878,커피빈,코리아대학로대명거리점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,"비알콜 음료점업",11,서울특별시,11110,종로구,1111017200,명륜4가,"서울특별시 종로구 명륜4가 51","서울특별시 종로구 대명길 25",110524,3078,""127.000170846364"",""37.5831492497775""
20700645,씨지브이영등포골드클래스,,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,"그외 기타 음식점업",11,서울특별시,11560,영등포구,1156010500,영등포동4가,"서울특별시 영등포구 영등포동4가 442","서울특별시 영등포구 영중로 15",150034,7305,""126.903914224263"",""37.5172126661057""
20741628,행운노래연습장,,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,"노래연습장 운영업",11,서울특별시,11230,동대문구,1123010600,장안동,"서울특별시 동대문구 장안동 432-3","서울특별시 동대문구 장한로 9",130100,2636,""127.064796251601"",""37.5624412936356""
20676428,요거프레소,쌍문점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,"비알콜 음료점업",11,서울특별시,11320,도봉구,1132010500,쌍문동,"서울특별시 도봉구 쌍문동 20","서울특별시 도봉구 도당로 7",132030,1385,""127.034745665547"",""37.6587277238356""
