no,shopname,localname,code1,codename1,code2,codename2,code3,codename3,code4,codename4,citycode,city,gucode,gu,dongcode,dong,jibuaddress,address,oldpostcode,postcode,lng,lat
23663106,호남인력,,F,생활서비스,F05,인력/고용/용역알선,F05A02,인력공급/고용알선,,,11,서울특별시,11500,강서구,1150010300,화곡동,"서울특별시 강서구 화곡동 982-1","서울특별시 강서구 화곡로 282",157010,7663,""126.848032097878"",""37.5496227201089""
23728678,닥터존,,D,소매,D06,가방/신발/액세서리,D06A07,양품점,G47419,"기타 섬유, 직물 및 의복액세서리 소매업",11,서울특별시,11215,광진구,1121510100,중곡동,"서울특별시 광진구 중곡동 132-10","서울특별시 광진구 천호대로 589-1",143220,4930,""127.083563758579"",""37.5559297068338""
23838563,동현씨와이,,L,부동산,L03,분양,L03A04,건물분양-종합,,,11,서울특별시,11680,강남구,1168010100,역삼동,"서울특별시 강남구 역삼동 707-10","서울특별시 강남구 언주로90길 28",135080,6211,""127.045500020686"",""37.5027453977919""
23840932,영플랜닝,,F,생활서비스,F13,기타서비스업,F13A13,상품전시,N75992,"전시 및 행사 대행업",11,서울특별시,11470,양천구,1147010200,목동,"서울특별시 양천구 목동 919","서울특별시 양천구 목동서로 186",158050,7992,""126.871624755056"",""37.5303070503921""
23591613,ACE허브클럽,,D,소매,D10,건강/미용식품,D10A01,다이어트상품판매,G47216,"건강보조식품 소매업",26,부산광역시,26710,기장군,2671025628,정관읍,"부산광역시 기장군 정관읍 용수리 1387","부산광역시 기장군 정관읍 정관4로 24",619745,46016,""129.170353667976"",""35.3250400281188""
23546127,에이케이네트워크,,L,부동산,L03,분양,L03A04,건물분양-종합,,,11,서울특별시,11530,구로구,1153010200,구로동,"서울특별시 구로구 구로동 106-3","서울특별시 구로구 공원로 7",152050,8298,""126.892174406116"",""37.4979379331102""
23704744,코리아카닷컴,,D,소매,D25,기타판매업,D25A23,통신판매,G47911,전자상거래업,11,서울특별시,11290,성북구,1129011500,삼선동5가,"서울특별시 성북구 삼선동5가 334","서울특별시 성북구 보문로 152",136045,2848,""127.017684808151"",""37.5884232259756""
23853716,대림정밀,,D,소매,D23,자동차/자동차용품,D23A06,자동차부품판매,G45219,"기타 자동차신품 부품 및 내장품 판매업",11,서울특별시,11560,영등포구,1156012700,양평동3가,"서울특별시 영등포구 양평동3가 13","서울특별시 영등포구 양산로 57-5",150103,7271,""126.889344938043"",""37.5255643678658""
23797701,테크노폴리스,,F,생활서비스,F13,기타서비스업,F13A01,사업경영상담,M71531,경영컨설팅업,11,서울특별시,11680,강남구,1168011800,도곡동,"서울특별시 강남구 도곡동 467-18","서울특별시 강남구 언주로 122",135270,6295,""127.051059251376"",""37.4870757487531""
23594244,게이트벤처,,F,생활서비스,F13,기타서비스업,F13A01,사업경영상담,M71531,경영컨설팅업,11,서울특별시,11680,강남구,1168010100,역삼동,"서울특별시 강남구 역삼동 679-5","서울특별시 강남구 테헤란로 201",135978,6141,""127.037160503062"",""37.5012991027665""
23763209,뉴디즈니,,D,소매,D03,종합소매점,D03A02,수퍼마켓,G47121,슈퍼마켓,11,서울특별시,11530,구로구,1153010800,오류동,"서울특별시 구로구 오류동 297-6","서울특별시 구로구 오리로 1163",152100,8363,""126.837768263329"",""37.4875938187129""
23783860,쇼팩,,N,관광/여가/오락,N03,연극/영화/극장,N03A06,연극/음악/예술관련기타,,,11,서울특별시,11680,강남구,1168010100,역삼동,"서울특별시 강남구 역삼동 793-42","서울특별시 강남구 논현로63길 52",135080,6256,""127.036727902847"",""37.4918344875682""
23605074,이머니,,D,소매,D25,기타판매업,D25A23,통신판매,G47911,전자상거래업,11,서울특별시,11680,강남구,1168010100,역삼동,"서울특별시 강남구 역삼동 680","서울특별시 강남구 봉은사로 302",135080,6143,""127.039384453965"",""37.5086788278875""
23672838,꿈씨,,D,소매,D25,기타판매업,D25A23,통신판매,G47911,전자상거래업,11,서울특별시,11530,구로구,1153010200,구로동,"서울특별시 구로구 구로동 98-4","서울특별시 구로구 가마산로 268",152050,8302,""126.890354760136"",""37.4955691263463""
23689973,캐스팅나우,,F,생활서비스,F05,인력/고용/용역알선,F05A02,인력공급/고용알선,,,11,서울특별시,11680,강남구,1168010700,신사동,"서울특별시 강남구 신사동 590-16","서울특별시 강남구 논현로152길 13",135893,6025,""127.029267973947"",""37.5212559132182""
24136845,프로그맨구구,,D,소매,D25,기타판매업,D25A23,통신판매,G47911,전자상거래업,11,서울특별시,11350,노원구,1135010600,중계동,"서울특별시 노원구 중계동 505","서울특별시 노원구 섬밭로 265",139784,1774,""127.063801801651"",""37.6391301310474""
24793955,삼한할인슈퍼,,D,소매,D03,종합소매점,D03A02,수퍼마켓,G47121,슈퍼마켓,26,부산광역시,26320,북구,2632010200,화명동,"부산광역시 북구 화명동 732","부산광역시 북구 화명대로 97-26",616798,46532,""129.018781120231"",""35.2351747467522""
24038130,브릭,,R,학문/교육,R02,학원-창업취업취미,R02A07,학원-광고디자인,P85659,"기타 기술 및 직업훈련학원",11,서울특별시,11215,광진구,1121510700,화양동,"서울특별시 광진구 화양동 488-2","서울특별시 광진구 광나루로26길 15",143926,5022,""127.076831360719"",""37.5456863763972""
23669346,잉글루학원,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,"일반 교과 학원",26,부산광역시,26380,사하구,2638010600,다대동,"부산광역시 사하구 다대동 1577","부산광역시 사하구 다송로68번길 34",604050,49521,""128.982061865564"",""35.0613636342342""
24050080,서전,,D,소매,D25,기타판매업,D25A23,통신판매,G47911,전자상거래업,11,서울특별시,11110,종로구,1111015900,원남동,"서울특별시 종로구 원남동 66-66","서울특별시 종로구 창경궁로18길 21",110450,3127,""126.998411775576"",""37.5750069465376""
24050716,보루네오가구,,D,소매,D15,가구소매,D15A01,일반가구소매,G47520,"가구 소매업",26,부산광역시,26380,사하구,2638010500,장림동,"부산광역시 사하구 장림동 산59-14","부산광역시 사하구 두송로144번길 14",604845,49512,""128.982348637499"",""35.0715743197247""
24050733,흥일상가조합,,L,부동산,L03,분양,L03A04,건물분양-종합,,,11,서울특별시,11545,금천구,1154510200,독산동,"서울특별시 금천구 독산동 1093-4","서울특별시 금천구 한내로 62",153753,8599,""126.888857865334"",""37.4553773193125""
24587679,크라운상회,,D,소매,D06,가방/신발/액세서리,D06A07,양품점,G47419,"기타 섬유, 직물 및 의복액세서리 소매업",26,부산광역시,26380,사하구,2638010100,괴정동,"부산광역시 사하구 괴정동 1015-27","부산광역시 사하구 사하로186번다길 11-2",604080,49356,""128.994879439766"",""35.0994519121117""
24592388,카페까마르도,,D,소매,D01,음/식료품소매,D01A01,식료품점,G47219,"기타 식료품 소매업",11,서울특별시,11470,양천구,1147010100,신정동,"서울특별시 양천구 신정동 1296","서울특별시 양천구 목동동로 180",158792,8010,""126.87283418339"",""37.5213622686633""
24525011,신앙촌상회,,D,소매,D06,가방/신발/액세서리,D06A07,양품점,G47419,"기타 섬유, 직물 및 의복액세서리 소매업",11,서울특별시,11350,노원구,1135010600,중계동,"서울특별시 노원구 중계동 90-43","서울특별시 노원구 중계로14사길 7",139220,1722,""127.082893968627"",""37.6501916449498""
24419215,속옷나라,,D,소매,D05,의복의류,D05A04,여성내의전문점,G47415,"내의 소매업",11,서울특별시,11620,관악구,1162010200,신림동,"서울특별시 관악구 신림동 637-1","서울특별시 관악구 난곡로26길 4",151015,8856,""126.92038083691"",""37.4703386455212""
24605184,MJ,,D,소매,D06,가방/신발/액세서리,D06A10,가방/가죽제품소매,G47430,"가방 및 기타 가죽제품 소매업",11,서울특별시,11560,영등포구,1156010400,영등포동3가,"서울특별시 영등포구 영등포동3가 31","서울특별시 영등포구 영중로 40",150033,7302,""126.904880570752"",""37.519978821934""
24318558,충남식품,,D,소매,D01,음/식료품소매,D01A01,식료품점,G47219,"기타 식료품 소매업",11,서울특별시,11410,서대문구,1141010200,충정로3가,"서울특별시 서대문구 충정로3가 465","서울특별시 서대문구 서소문로 27",120013,3741,""126.964845533717"",""37.5602736986601""
24531651,검정고무신,,D,소매,D05,의복의류,D05A01,일반의류,G47416,"셔츠 및 기타 의복 소매업",26,부산광역시,26230,부산진구,2623010300,부전동,"부산광역시 부산진구 부전동 573-1","부산광역시 부산진구 중앙대로 737",614782,47254,""129.061125071684"",""35.1602482564528""
24335217,나무사랑학원,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,"일반 교과 학원",11,서울특별시,11170,용산구,1117011900,효창동,"서울특별시 용산구 효창동 3-197","서울특별시 용산구 효창원로 227",140897,4311,""126.96297278361"",""37.5475795998735""
24446376,김현중소아과의원,,S,의료,S01,병원,S01B11,소아과,Q86201,"일반 의원",11,서울특별시,11350,노원구,1135010400,하계동,"서울특별시 노원구 하계동 280","서울특별시 노원구 공릉로59길 28",139935,1829,""127.068669463938"",""37.6358618506752""
24110705,대원정육점,,D,소매,D01,음/식료품소매,D01A06,육류소매,G47212,"육류 소매업",11,서울특별시,11230,동대문구,1123010200,용두동,"서울특별시 동대문구 용두동 231-5","서울특별시 동대문구 한빛로 62-1",130823,2579,""127.029473918146"",""37.5786813663643""
24764205,제이알빌더스,,F,생활서비스,F05,인력/고용/용역알선,F05A02,인력공급/고용알선,,,11,서울특별시,11680,강남구,1168010800,논현동,"서울특별시 강남구 논현동 19-2","서울특별시 강남구 강남대로 578",135010,6043,""127.020829936192"",""37.5133651281241""
24837191,드림부동산개발,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",11,서울특별시,11710,송파구,1171010800,문정동,"서울특별시 송파구 문정동 39-1","서울특별시 송파구 문정로 19",138200,5806,""127.124690671962"",""37.4864638233187""
23949295,우정쇼핑,,D,소매,D02,선물/팬시/기념품,D02A01,선물용품판매,G47842,"관광 민예품 및 선물용품 소매업",11,서울특별시,11170,용산구,1117013100,한남동,"서울특별시 용산구 한남동 794-4","서울특별시 용산구 한남대로42길 6",140894,4417,""127.002958119402"",""37.5422293961269""
24483452,한국지식경제진흥원,,R,학문/교육,R09,학원기타,R09A01,학원(종합),P85501,"일반 교과 학원",11,서울특별시,11650,서초구,1165010800,서초동,"서울특별시 서초구 서초동 1443-12","서울특별시 서초구 효령로 330-1",137070,6721,""127.020386784101"",""37.4858162192453""
24766613,핑크멤버,,D,소매,D25,기타판매업,D25A23,통신판매,G47911,전자상거래업,11,서울특별시,11215,광진구,1121510500,자양동,"서울특별시 광진구 자양동 210-44","서울특별시 광진구 동일로2길 2-22",143190,5088,""127.060926376353"",""37.5343789123793""
24017780,영흥철물,,D,소매,D07,가정/주방/인테리어,D07A15,유리/페인트/철물건축자재,G47519,"페인트, 유리 및 기타 건설자재 소매업",26,부산광역시,26110,중구,2611013000,신창동4가,"부산광역시 중구 신창동4가 20-3","부산광역시 중구 국제시장2길 9",600064,48945,""129.028331116623"",""35.1002544873243""
24373993,홀릭,,D,소매,D05,의복의류,D05A01,일반의류,G47416,"셔츠 및 기타 의복 소매업",26,부산광역시,26230,부산진구,2623010300,부전동,"부산광역시 부산진구 부전동 573-1","부산광역시 부산진구 중앙대로 717",614782,47286,""129.05916145521"",""35.1552536985683""
24164894,용주탕,,F,생활서비스,F09,대중목욕탕/휴게,F09A01,욕탕업-종합,S96121,욕탕업,26,부산광역시,26380,사하구,2638010800,감천동,"부산광역시 사하구 감천동 682","부산광역시 사하구 감천로 32",604782,49446,""128.996101316571"",""35.0907973826153""
24812992,매너지먼트솔루션그룹,,R,학문/교육,R09,학원기타,R09A01,학원(종합),P85501,"일반 교과 학원",11,서울특별시,11470,양천구,1147010200,목동,"서울특별시 양천구 목동 923-14","서울특별시 양천구 목동동로 233-1",158718,7995,""126.871554250266"",""37.5274771147""
24387291,금선정,,F,생활서비스,F05,인력/고용/용역알선,F05A02,인력공급/고용알선,,,11,서울특별시,11680,강남구,1168010600,대치동,"서울특별시 강남구 대치동 889-5","서울특별시 강남구 테헤란로 406",135712,6192,""127.049946352687"",""37.5044121531044""
24843913,원일하우징,,L,부동산,L03,분양,L03A04,건물분양-종합,,,11,서울특별시,11530,구로구,1153010200,구로동,"서울특별시 구로구 구로동 503-4","서울특별시 구로구 구로중앙로31길 18",152050,8280,""126.884185022341"",""37.4990431049832""
24560997,제일슈퍼,,D,소매,D03,종합소매점,D03A02,수퍼마켓,G47121,슈퍼마켓,11,서울특별시,11545,금천구,1154510300,시흥동,"서울특별시 금천구 시흥동 817-29","서울특별시 금천구 독산로24나길 13",153030,8570,""126.907510765982"",""37.4559206637157""
24561522,이혜인뷰티화장품,,D,소매,D16,화장품소매,D16A01,화장품판매점,G47813,"화장품 및 방향제 소매업",11,서울특별시,11215,광진구,1121510900,군자동,"서울특별시 광진구 군자동 49-53","서울특별시 광진구 면목로 8",143837,4996,""127.075449299475"",""37.5549653949333""
24814912,피에이씨컨설팅,,F,생활서비스,F13,기타서비스업,F13A01,사업경영상담,M71531,경영컨설팅업,11,서울특별시,11410,서대문구,1141011200,대현동,"서울특별시 서대문구 대현동 144","서울특별시 서대문구 이화여대길 50-5",120757,3764,""126.946079933815"",""37.5594228817364""
25161872,MIS발레교습소,,R,학문/교육,R05,학원-음악미술무용,R05A05,학원-무용,P85620,"예술 학원",11,서울특별시,11170,용산구,1117012900,이촌동,"서울특별시 용산구 이촌동 301-10","서울특별시 용산구 이촌로 245",140030,4423,""126.974348075353"",""37.5201700231513""
25174295,엘에이치피,,L,부동산,L03,분양,L03A04,건물분양-종합,,,11,서울특별시,11305,강북구,1130510100,미아동,"서울특별시 강북구 미아동 703-64","서울특별시 강북구 삼양로32나길 20-4",142100,1178,""127.022129834198"",""37.6199424362646""
25322182,태이소주방,,Q,음식,Q09,유흥주점,Q09A07,기타일반유흥주점,I56211,"일반유흥 주점업",26,부산광역시,26530,사상구,2653010200,모라동,"부산광역시 사상구 모라동 1356-8","부산광역시 사상구 백양대로 921-6",617080,46929,""128.990761949776"",""35.1887333200345""
24681276,케이앤비교육,,R,학문/교육,R09,학원기타,R09A01,학원(종합),P85501,"일반 교과 학원",11,서울특별시,11680,강남구,1168010100,역삼동,"서울특별시 강남구 역삼동 832-25","서울특별시 강남구 역삼로2길 7",135080,6252,""127.031456580242"",""37.4928366140352""
24774174,청토탈패션,,D,소매,D05,의복의류,D05A01,일반의류,G47416,"셔츠 및 기타 의복 소매업",11,서울특별시,11305,강북구,1130510100,미아동,"서울특별시 강북구 미아동 860-48","서울특별시 강북구 월계로 27-4",142100,1221,""127.033133613283"",""37.6108425248039""
24797625,청림인터콤,,F,생활서비스,F13,기타서비스업,F13A01,사업경영상담,M71531,경영컨설팅업,11,서울특별시,11440,마포구,1144012100,동교동,"서울특별시 마포구 동교동 158-26","서울특별시 마포구 동교로 200",121898,3995,""126.923104929456"",""37.5577468595849""
24744483,사이프로콘,,F,생활서비스,F13,기타서비스업,F13A13,상품전시,N75992,"전시 및 행사 대행업",11,서울특별시,11680,강남구,1168010100,역삼동,"서울특별시 강남구 역삼동 702-10","서울특별시 강남구 테헤란로 311",135565,6151,""127.044819943606"",""37.503749082849""
24686446,비알리츠,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",11,서울특별시,11260,중랑구,1126010200,상봉동,"서울특별시 중랑구 상봉동 81-5","서울특별시 중랑구 망우로 346",131778,2150,""127.090870071907"",""37.5973262582564""
24848471,그린아시아인터내셔널,,F,생활서비스,F13,기타서비스업,F13A12,사업중개업,M73903,"사업 및 무형 재산권 중개업",11,서울특별시,11680,강남구,1168010100,역삼동,"서울특별시 강남구 역삼동 662-16","서울특별시 강남구 언주로 533",135080,6138,""127.040881563564"",""37.5057085025707""
25178695,보라매공원주차장,,F,생활서비스,F14,자동차/이륜차,F14A07,주차장운영,H52915,"주차장 운영업",11,서울특별시,11590,동작구,1159010900,신대방동,"서울특별시 동작구 신대방동 395","서울특별시 동작구 보라매로5길 28",156010,7062,""126.922643189877"",""37.4938676847761""
24974886,라임PC방,,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A01,인터넷PC방,R91222,"컴퓨터 게임방 운영업",11,서울특별시,11350,노원구,1135010200,월계동,"서울특별시 노원구 월계동 942","서울특별시 노원구 광운로 132",139050,1885,""127.058657804245"",""37.6292408661274""
24777894,삼동스카이파크,,F,생활서비스,F18,장례/묘지,F18A02,묘지관리-종합,S96922,"화장, 묘지분양 및 관리업",11,서울특별시,11680,강남구,1168010100,역삼동,"서울특별시 강남구 역삼동 699-29","서울특별시 강남구 테헤란로43길 29",135080,6147,""127.043998394041"",""37.5052021464777""
24835592,블룸,,D,소매,D06,가방/신발/액세서리,D06A07,양품점,G47419,"기타 섬유, 직물 및 의복액세서리 소매업",26,부산광역시,26230,부산진구,2623010300,부전동,"부산광역시 부산진구 부전동 573-1","부산광역시 부산진구 중앙대로 717",614782,47286,""129.05916145521"",""35.1552536985683""
24778015,큐알미,,D,소매,D25,기타판매업,D25A23,통신판매,G47911,전자상거래업,11,서울특별시,11680,강남구,1168010100,역삼동,"서울특별시 강남구 역삼동 642-10","서울특별시 강남구 논현로 509",135080,6132,""127.036078078957"",""37.5019210138113""
24690834,아인스플래닝,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",11,서울특별시,11710,송파구,1171010400,송파동,"서울특별시 송파구 송파동 32","서울특별시 송파구 석촌호수로 272",138170,5623,""127.105911138889"",""37.5099760341654""
24865704,님프만,,D,소매,D07,가정/주방/인테리어,D07A03,침구/수예품,G47411,"가정용 직물제품 소매업",11,서울특별시,11710,송파구,1171010200,신천동,"서울특별시 송파구 신천동 7","서울특별시 송파구 올림픽로35길 104",138796,5504,""127.099289046588"",""37.5198103241711""
24983770,유니온카이로프랙틱,,F,생활서비스,F01,이/미용/건강,F01A03,비만/피부관리,,,11,서울특별시,11320,도봉구,1132010600,방학동,"서울특별시 도봉구 방학동 720-1","서울특별시 도봉구 마들로 616",132798,1337,""127.04689320908"",""37.6650976848897""
24881873,보광식육점,,D,소매,D01,음/식료품소매,D01A03,정육점,G47212,"육류 소매업",26,부산광역시,26200,영도구,2620012000,청학동,"부산광역시 영도구 청학동 233","부산광역시 영도구 태종로322번길 2-4",606822,49023,""129.060670610352"",""35.0964423878777""
24986059,내추럴발란스서부경남,,S,의료,S04,수의업,S04A02,동물병원,M73100,수의업,26,부산광역시,26380,사하구,2638010600,다대동,"부산광역시 사하구 다대동 9","부산광역시 사하구 두송로144번길 51",604050,49512,""128.982770478951"",""35.0710931538755""
25100920,블루랜드씨앤씨,,L,부동산,L03,분양,L03A02,상가분양,L68122,"비주거용 건물 개발 및 공급업",11,서울특별시,11170,용산구,1117012800,한강로3가,"서울특별시 용산구 한강로3가 16-20","서울특별시 용산구 청파로 77",140879,4366,""126.960850349137"",""37.5333514753031""
24731319,에스지엠맨파워,,F,생활서비스,F05,인력/고용/용역알선,F05A02,인력공급/고용알선,,,11,서울특별시,11470,양천구,1147010300,신월동,"서울특별시 양천구 신월동 195-22","서울특별시 양천구 남부순환로60길 29",158090,7914,""126.827323171404"",""37.5307764700242""
24713001,디스엔뎃디자인,,F,생활서비스,F12,광고/인쇄,F12A05,광고물제작-종합,C33910,"간판 및 광고물 제조업",11,서울특별시,11560,영등포구,1156012700,양평동3가,"서울특별시 영등포구 양평동3가 16","서울특별시 영등포구 양산로 43",150946,7270,""126.887928030281"",""37.5257492629185""
25169880,장백트레킹,,D,소매,D14,운동/경기용품소매,D14A01,운동/경기용품,G47631,"운동 및 경기용품 소매업",11,서울특별시,11440,마포구,1144011000,노고산동,"서울특별시 마포구 노고산동 31-8","서울특별시 마포구 백범로1길 21",121806,4101,""126.937837174609"",""37.5548438131158""
25080912,서호씨엔티,,L,부동산,L03,분양,L03A04,건물분양-종합,,,11,서울특별시,11680,강남구,1168010600,대치동,"서울특별시 강남구 대치동 891-42","서울특별시 강남구 테헤란로78길 8",135280,6194,""127.055213064522"",""37.5056167571204""
25081373,닛츠,,D,소매,D25,기타판매업,D25A23,통신판매,G47911,전자상거래업,11,서울특별시,11560,영등포구,1156010700,영등포동6가,"서울특별시 영등포구 영등포동6가 15-6","서울특별시 영등포구 영중로 65-4",150036,7251,""126.904540664476"",""37.5223364013298""
25054467,동무,,D,소매,D01,음/식료품소매,D01A06,육류소매,G47212,"육류 소매업",11,서울특별시,11320,도봉구,1132010600,방학동,"서울특별시 도봉구 방학동 530","서울특별시 도봉구 방학로15길 26",132765,1360,""127.023993363186"",""37.6602070407391""
25076575,씨에이치디그룹,,F,생활서비스,F17,예식/의례/관혼상제,F17A01,예식장/예식서비스,S96991,예식장업,11,서울특별시,11680,강남구,1168010600,대치동,"서울특별시 강남구 대치동 891-42","서울특별시 강남구 테헤란로78길 8",135280,6194,""127.055213064522"",""37.5056167571204""
24733438,아쿠아나인,,F,생활서비스,F13,기타서비스업,F13A01,사업경영상담,M71531,경영컨설팅업,11,서울특별시,11680,강남구,1168010700,신사동,"서울특별시 강남구 신사동 595-1","서울특별시 강남구 논현로168길 36",135893,6024,""127.030973710054"",""37.5231981714978""
24713603,프라임경제신문,,F,생활서비스,F12,광고/인쇄,F12A05,광고물제작-종합,C33910,"간판 및 광고물 제조업",11,서울특별시,11170,용산구,1117011900,효창동,"서울특별시 용산구 효창동 5-48","서울특별시 용산구 효창원로70길 14",140896,4317,""126.962977446778"",""37.5415246278351""
25108012,주연테크,중구센터,D,소매,D08,사무/문구/컴퓨터,D08A04,컴퓨터/주변기기,G47311,"컴퓨터 및 주변장치, 소프트웨어 소매업",11,서울특별시,11140,중구,1114016200,신당동,"서울특별시 중구 신당동 333-199","서울특별시 중구 다산로24길 15",100450,4589,""127.013411003962"",""37.5579143069329""
25005963,미모,,F,생활서비스,F01,이/미용/건강,F01A03,비만/피부관리,,,11,서울특별시,11350,노원구,1135010600,중계동,"서울특별시 노원구 중계동 505","서울특별시 노원구 섬밭로 265",139784,1774,""127.063801801651"",""37.6391301310474""
24714984,아이에셋개발,,F,생활서비스,F13,기타서비스업,F13A01,사업경영상담,M71531,경영컨설팅업,11,서울특별시,11380,은평구,1138010700,응암동,"서울특별시 은평구 응암동 110-4","서울특별시 은평구 은평로8길 8",122010,3454,""126.920598323436"",""37.5996761745684""
24715983,이지스노사자문,,F,생활서비스,F13,기타서비스업,F13A01,사업경영상담,M71531,경영컨설팅업,11,서울특별시,11440,마포구,1144010700,마포동,"서울특별시 마포구 마포동 136-1","서울특별시 마포구 마포대로 12",121736,4175,""126.944380783875"",""37.5378547863079""
25172741,웨스트베리,,L,부동산,L03,분양,L03A04,건물분양-종합,,,11,서울특별시,11170,용산구,1117013300,서빙고동,"서울특별시 용산구 서빙고동 198-1","서울특별시 용산구 서빙고로59길 3",140240,4384,""126.993283629472"",""37.5202969030194""
25033034,뷰오레헤어에비뉴,,F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,26,부산광역시,26260,동래구,2626010800,온천동,"부산광역시 동래구 온천동 189-16","부산광역시 동래구 금강공원로 23-1",607833,47712,""129.081769592113"",""35.2189441701631""
24851046,블루민트커뮤니케이션,,F,생활서비스,F13,기타서비스업,F13A11,패션디자인,M73209,"기타 전문 디자인업",11,서울특별시,11650,서초구,1165011000,염곡동,"서울특별시 서초구 염곡동 98-2","서울특별시 서초구 염곡안1길 20",137170,6793,""127.050845136671"",""37.4628805615936""
25360849,서일선지,,Q,음식,Q01,한식,Q01A05,해장국/감자탕,I56111,"한식 음식점업",26,부산광역시,26380,사하구,2638010100,괴정동,"부산광역시 사하구 괴정동 436-8","부산광역시 사하구 낙동대로199번길 21",604080,49354,""128.99570557966"",""35.0997425944935""
25173875,더마루,,D,소매,D25,기타판매업,D25A23,통신판매,G47911,전자상거래업,11,서울특별시,11440,마포구,1144012400,연남동,"서울특별시 마포구 연남동 570-20","서울특별시 마포구 연남로1길 67",121869,3991,""126.919905166603"",""37.5590872083658""
25084634,에이원파트너스,,F,생활서비스,F13,기타서비스업,F13A01,사업경영상담,M71531,경영컨설팅업,11,서울특별시,11560,영등포구,1156012700,양평동3가,"서울특별시 영등포구 양평동3가 34","서울특별시 영등포구 선유서로 128",150103,7270,""126.887101741191"",""37.5273002791918""
25085472,제이팀,,F,생활서비스,F12,광고/인쇄,F12A05,광고물제작-종합,C33910,"간판 및 광고물 제조업",11,서울특별시,11680,강남구,1168010700,신사동,"서울특별시 강남구 신사동 595-1","서울특별시 강남구 논현로168길 36",135893,6024,""127.030973710054"",""37.5231981714978""
24902593,포이닉스괴정점,괴정점,D,소매,D15,가구소매,D15A01,일반가구소매,G47520,"가구 소매업",26,부산광역시,26380,사하구,2638010100,괴정동,"부산광역시 사하구 괴정동 554-2","부산광역시 사하구 장평로 448",604812,49384,""128.986702942971"",""35.0981035199831""
25318776,제일체인,,D,소매,D26,시계/귀금속소매,D26A01,시계/귀금속,G47830,"시계 및 귀금속 소매업",26,부산광역시,26230,부산진구,2623010400,범천동,"부산광역시 부산진구 범천동 837-11","부산광역시 부산진구 범일로142번길 26",614020,47365,""129.06080855206"",""35.1426287951813""
25191017,임페리얼트레이딩,,D,소매,D23,자동차/자동차용품,D23A01,자동차판매,G45110,"자동차 신품 판매업",11,서울특별시,11170,용산구,1117011400,신창동,"서울특별시 용산구 신창동 77-113","서울특별시 용산구 효창원로23길 24",140060,4357,""126.954319480362"",""37.5367628466826""
25362316,부산중앙청과222번중도매인,,D,소매,D01,음/식료품소매,D01A13,청과물소매,G47214,"과실 및 채소 소매업",26,부산광역시,26350,해운대구,2635010300,반여동,"부산광역시 해운대구 반여동 559","부산광역시 해운대구 수영강변대로 626",612060,48031,""129.120952257256"",""35.215946667245""
25362630,일원부동산,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",11,서울특별시,11680,강남구,1168011500,수서동,"서울특별시 강남구 수서동 738","서울특별시 강남구 광평로39길 3",135886,6352,""127.097244260422"",""37.4857617083509""
25320078,북경중화요리,,Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,"중식 음식점업",11,서울특별시,11230,동대문구,1123010600,장안동,"서울특별시 동대문구 장안동 331-12","서울특별시 동대문구 장한로28길 44",130100,2524,""127.074313043314"",""37.5727071476413""
25340646,홍콩반점0410,까치산역점,Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,"중식 음식점업",11,서울특별시,11500,강서구,1150010300,화곡동,"서울특별시 강서구 화곡동 343-61","서울특별시 강서구 강서로 33",157010,7774,""126.847022226761"",""37.5306911238822""
25298814,메가글라스안경콘텍트,,D,소매,D18,사진/광학/정밀기기소매,D18A04,안경원,G47822,"안경 소매업",11,서울특별시,11230,동대문구,1123010300,제기동,"서울특별시 동대문구 제기동 148-18","서울특별시 동대문구 약령시로 8-1",130861,2574,""127.030748400534"",""37.5825483022875""
24750534,탑걸상회,,D,소매,D05,의복의류,D05A03,여성의류전문점,,,26,부산광역시,26140,서구,2614010600,서대신동3가,"부산광역시 서구 서대신동3가 85","부산광역시 서구 꽃마을로169번길 45",602821,49200,""129.005901705791"",""35.1297472831631""
24701101,엠점지,,N,관광/여가/오락,N03,연극/영화/극장,N03A06,연극/음악/예술관련기타,,,26,부산광역시,26470,연제구,2647010200,연산동,"부산광역시 연제구 연산동 1127-11","부산광역시 연제구 월드컵대로 160-1",611080,47524,""129.079142771363"",""35.1872749635528""
25160363,피글,,D,소매,D20,의약/의료품소매,D20A01,의료용품소매,G47811,"의약품 및 의료용품 소매업",26,부산광역시,26410,금정구,2641010800,장전동,"부산광역시 금정구 장전동 30","부산광역시 금정구 산성로 872",609735,46240,""129.067595840931"",""35.2353849955517""
